date,Year_x,State,influenza,Haemophilus influenzae,flu,parainfluenza,H1N1,H7N9,H5N1,H3N2,grippe,gripe,adenovirus,rhinovirus,respiratory syncytial virus,metapneumovirus,Bordetella pertussis,Mycoplasma pneumoniae,pneumonia,bronchitis,H9N2,sinusitis,upper respiratory tract infection,Tamiflu,,,,
6/5/2018,2018,SA,18,0,19,0,0,100,0,0,0,24,0,0,0,0,0,0,7,26,0,52,0,0,4/5/2018,26,2018,1755715
13/5/2018,2018,SA,15,16,22,0,0,0,0,0,0,0,45,0,0,0,0,28,16,80,0,0,0,0,11/5/2018,23,2018,1755715
20/5/2018,2018,SA,8,0,25,0,26,0,0,100,70,41,0,61,0,0,0,0,43,0,0,26,14,0,18/5/2018,27,2018,1755715
27/5/2018,2018,SA,8,0,19,0,0,42,0,34,0,32,0,17,0,0,0,24,45,72,0,0,0,0,25/5/2018,28,2018,1755715
3/6/2018,2018,SA,23,16,10,0,0,0,18,0,0,0,0,0,0,0,0,0,26,45,0,0,0,0,1/6/2018,29,2018,1755715
10/6/2018,2018,SA,14,34,12,0,0,0,0,0,0,0,68,0,0,0,0,0,30,41,0,44,0,0,8/6/2018,22,2018,1755715
17/6/2018,2018,SA,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,18,50,0,44,11,0,15/6/2018,28,2018,1755715
24/6/2018,2018,SA,9,23,9,0,0,42,0,0,75,0,0,38,0,26,0,56,31,36,0,0,0,0,22/6/2018,14,2018,1755715
1/7/2018,2018,SA,6,0,11,28,34,0,0,0,0,0,31,0,0,0,0,0,35,0,0,26,26,0,29/6/2018,27,2018,1755715
8/7/2018,2018,SA,6,0,10,40,0,23,0,0,0,0,0,0,0,51,0,0,39,55,0,0,0,0,6/7/2018,35,2018,1755715
15/7/2018,2018,SA,0,0,10,0,0,0,20,0,0,16,34,0,0,0,0,0,22,35,0,0,0,0,13/7/2018,35,2018,1755715
22/7/2018,2018,SA,18,42,8,0,0,0,17,45,0,0,0,0,0,45,0,0,33,100,0,0,0,0,20/7/2018,49,2018,1755715
29/7/2018,2018,SA,0,0,8,23,0,0,0,0,0,0,0,27,0,0,0,36,23,31,0,0,15,0,27/7/2018,45,2018,1755715
5/8/2018,2018,SA,0,0,4,36,0,0,0,0,42,0,0,0,0,0,0,25,13,19,0,45,0,0,3/8/2018,47,2018,1755715
12/8/2018,2018,SA,11,0,7,34,0,0,0,0,56,0,0,0,0,0,0,0,24,30,0,0,0,0,10/8/2018,52,2018,1755715
19/8/2018,2018,SA,0,0,6,0,0,0,16,32,0,15,0,20,23,33,0,0,22,25,0,0,0,0,17/8/2018,79,2018,1755715
26/8/2018,2018,SA,6,31,5,0,0,0,0,0,55,0,32,20,20,0,0,0,53,28,0,0,0,0,24/8/2018,80,2018,1755715
2/9/2018,2018,SA,41,0,6,0,0,0,0,0,0,0,57,0,0,28,0,0,42,71,0,43,0,0,31/8/2018,126,2018,1755715
9/9/2018,2018,SA,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,42,0,0,7/9/2018,181,2018,1755715
16/9/2018,2018,SA,14,0,6,0,0,0,0,0,35,0,19,63,68,0,0,33,39,72,0,48,0,36,14/9/2018,237,2018,1755715
23/9/2018,2018,SA,13,0,6,0,46,0,40,0,0,0,0,29,0,0,0,0,24,18,0,0,0,0,21/9/2018,316,2018,1755715
30/9/2018,2018,SA,7,0,9,0,0,23,0,0,0,0,27,0,0,0,0,0,30,38,0,57,0,0,28/9/2018,355,2018,1755715
7/10/2018,2018,SA,15,0,6,0,0,0,0,0,0,0,23,22,22,0,0,0,34,26,0,0,0,0,5/10/2018,358,2018,1755715
14/10/2018,2018,SA,13,0,7,0,0,0,14,0,0,0,0,0,0,0,0,0,26,0,0,0,43,0,12/10/2018,308,2018,1755715
21/10/2018,2018,SA,12,0,7,26,0,0,0,0,59,0,0,0,0,0,0,28,22,31,0,0,0,0,19/10/2018,181,2018,1755715
28/10/2018,2018,SA,14,0,3,0,0,0,0,56,0,0,0,0,0,37,0,0,37,49,0,0,0,0,26/10/2018,216,2018,1755715
4/11/2018,2018,SA,12,66,5,0,0,0,0,27,0,0,0,20,0,37,0,0,32,0,0,42,0,0,2/11/2018,262,2018,1755715
11/11/2018,2018,SA,0,0,3,37,79,0,35,0,0,23,18,0,0,35,0,34,38,42,0,0,0,0,9/11/2018,214,2018,1755715
18/11/2018,2018,SA,7,0,7,0,0,0,17,0,0,19,0,32,0,0,0,0,26,0,0,46,0,0,16/11/2018,217,2018,1755715
25/11/2018,2018,SA,19,0,6,0,32,22,0,0,0,0,0,0,0,25,0,0,26,20,0,33,17,0,23/11/2018,239,2018,1755715
2/12/2018,2018,SA,0,52,5,0,27,0,0,30,0,0,0,0,0,0,0,0,27,17,0,0,0,0,30/11/2018,229,2018,1755715
9/12/2018,2018,SA,13,0,5,0,0,20,0,29,0,0,24,31,0,0,0,0,24,20,0,56,0,0,7/12/2018,164,2018,1755715
16/12/2018,2018,SA,0,0,2,40,0,0,0,0,0,37,0,0,0,100,0,30,29,20,0,0,0,0,14/12/2018,192,2018,1755715
23/12/2018,2018,SA,0,0,4,28,0,0,0,82,0,0,0,0,0,0,0,0,19,15,0,0,17,0,21/12/2018,107,2018,1755715
30/12/2018,2018,SA,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,29,0,0,0,36,28/12/2018,94,2018,1755715
6/1/2019,2019,SA,16,0,3,46,29,0,0,0,0,34,0,21,0,0,0,0,26,26,0,43,0,0,4/1/2019,88,2019,1778928
13/1/2019,2019,SA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28,70,0,0,0,0,11/1/2019,103,2019,1778928
20/1/2019,2019,SA,8,18,4,0,0,0,0,0,0,0,0,16,0,0,0,48,39,0,0,0,0,0,18/1/2019,101,2019,1778928
27/1/2019,2019,SA,8,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,31,0,0,24,0,0,25/1/2019,128,2019,1778928
3/2/2019,2019,SA,6,0,3,0,0,0,0,0,84,0,0,0,0,26,0,0,19,0,0,0,15,0,1/2/2019,167,2019,1778928
10/2/2019,2019,SA,6,0,5,32,16,0,0,0,0,0,0,0,0,0,0,0,11,0,0,20,0,0,8/2/2019,169,2019,1778928
17/2/2019,2019,SA,9,0,5,0,0,29,0,0,0,14,0,0,0,0,0,0,0,43,0,0,0,0,15/2/2019,193,2019,1778928
24/2/2019,2019,SA,15,44,8,0,0,0,14,0,0,27,0,17,0,0,0,0,27,20,0,0,0,0,22/2/2019,235,2019,1778928
3/3/2019,2019,SA,8,0,8,0,0,0,0,0,0,32,0,0,0,0,0,0,36,25,0,26,0,0,1/3/2019,315,2019,1778928
10/3/2019,2019,SA,18,0,4,0,0,0,25,0,100,0,79,0,0,0,0,0,11,23,0,0,0,26,8/3/2019,406,2019,1778928
17/3/2019,2019,SA,14,0,14,0,16,18,35,23,0,0,0,26,0,0,0,0,33,45,0,0,0,0,15/3/2019,532,2019,1778928
24/3/2019,2019,SA,29,38,13,0,0,0,0,0,0,0,0,0,0,0,0,27,25,23,0,18,22,25,22/3/2019,687,2019,1778928
31/3/2019,2019,SA,32,18,18,0,0,22,47,29,0,0,0,0,0,61,0,0,45,39,0,0,0,24,29/3/2019,835,2019,1778928
7/4/2019,2019,SA,49,73,31,0,0,0,0,0,0,31,28,35,0,0,0,0,27,49,0,0,0,53,5/4/2019,1271,2019,1778928
14/4/2019,2019,SA,59,0,31,0,0,0,0,33,0,0,0,0,0,0,0,0,48,39,0,0,25,0,12/4/2019,1593,2019,1778928
21/4/2019,2019,SA,63,0,53,23,0,62,22,0,0,23,52,0,0,0,0,0,31,0,0,24,0,31,19/4/2019,1656,2019,1778928
28/4/2019,2019,SA,71,34,49,0,38,0,0,0,0,0,35,0,26,0,0,0,22,0,0,38,0,0,26/4/2019,1745,2019,1778928
5/5/2019,2019,SA,100,0,67,0,0,19,23,0,0,0,0,0,0,0,0,0,41,23,0,0,0,0,3/5/2019,1859,2019,1778928
12/5/2019,2019,SA,72,0,59,0,0,28,0,0,0,42,0,16,84,0,0,36,43,0,0,0,35,100,10/5/2019,1784,2019,1778928
19/5/2019,2019,SA,80,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,45,55,0,0,0,30,17/5/2019,1862,2019,1778928
26/5/2019,2019,SA,79,0,55,39,0,0,32,0,35,0,46,0,0,0,0,0,36,53,0,87,0,38,24/5/2019,1483,2019,1778928
2/6/2019,2019,SA,49,16,34,0,31,0,0,0,0,0,0,0,35,0,0,0,23,14,0,0,0,0,31/5/2019,1028,2019,1778928
9/6/2019,2019,SA,30,0,24,31,21,36,0,27,0,0,0,16,0,0,0,0,29,0,0,0,0,0,7/6/2019,712,2019,1778928
16/6/2019,2019,SA,35,0,20,0,0,0,0,0,0,0,21,31,0,0,0,0,37,38,0,0,0,0,14/6/2019,568,2019,1778928
23/6/2019,2019,SA,29,0,18,0,0,0,0,0,0,0,0,0,35,73,0,0,47,20,0,33,0,0,21/6/2019,458,2019,1778928
30/6/2019,2019,SA,26,0,19,65,0,37,0,0,37,0,0,0,0,0,0,0,23,27,0,0,0,0,28/6/2019,524,2019,1778928
7/7/2019,2019,SA,32,0,22,82,0,0,0,45,0,0,0,0,0,27,0,0,14,0,0,0,0,82,5/7/2019,542,2019,1778928
14/7/2019,2019,SA,13,0,14,100,0,0,41,58,60,15,0,0,0,0,0,62,43,45,0,22,0,29,12/7/2019,456,2019,1778928
21/7/2019,2019,SA,16,0,11,39,0,18,0,0,58,0,0,0,38,33,0,0,45,21,0,0,22,0,19/7/2019,357,2019,1778928
28/7/2019,2019,SA,26,0,11,0,34,0,0,84,0,0,0,0,0,0,0,0,51,75,0,18,0,0,26/7/2019,250,2019,1778928
4/8/2019,2019,SA,40,0,13,0,0,0,0,0,0,0,0,0,47,50,0,0,21,63,0,42,0,0,2/8/2019,256,2019,1778928
11/8/2019,2019,SA,24,0,9,0,21,39,0,0,0,0,0,15,0,0,0,0,43,37,0,35,0,0,9/8/2019,290,2019,1778928
18/8/2019,2019,SA,43,0,12,32,0,0,0,27,38,0,0,15,0,61,0,60,37,56,0,0,0,24,16/8/2019,370,2019,1778928
25/8/2019,2019,SA,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,39,64,0,0,0,0,23/8/2019,365,2019,1778928
1/9/2019,2019,SA,16,0,10,0,0,0,11,24,0,0,30,0,22,0,0,0,38,73,0,16,0,34,30/8/2019,366,2019,1778928
8/9/2019,2019,SA,23,0,8,20,0,0,0,50,0,0,0,28,0,93,0,23,34,66,0,57,0,0,6/9/2019,384,2019,1778928
15/9/2019,2019,SA,9,0,9,0,0,0,22,0,0,15,0,0,0,0,0,0,23,48,0,0,0,0,13/9/2019,387,2019,1778928
22/9/2019,2019,SA,10,0,9,32,0,0,37,0,0,0,21,0,0,0,0,0,42,27,0,34,0,28,20/9/2019,323,2019,1778928
29/9/2019,2019,SA,17,0,9,0,35,0,0,0,0,0,0,32,0,25,0,0,35,41,0,60,0,0,27/9/2019,360,2019,1778928
6/10/2019,2019,SA,14,0,10,0,0,0,61,0,0,18,24,14,0,45,0,0,20,63,0,0,0,0,4/10/2019,292,2019,1778928
13/10/2019,2019,SA,17,0,5,0,0,0,0,27,0,0,0,0,0,0,0,0,31,79,0,40,0,0,11/10/2019,182,2019,1778928
20/10/2019,2019,SA,13,34,5,0,0,0,0,0,0,0,50,0,23,37,0,0,25,33,0,24,11,49,18/10/2019,139,2019,1778928
27/10/2019,2019,SA,19,0,6,0,0,0,0,0,0,0,0,0,19,69,0,0,36,45,0,0,0,0,25/10/2019,165,2019,1778928
3/11/2019,2019,SA,14,0,7,0,0,0,0,0,0,22,0,0,0,0,0,0,29,27,0,19,0,0,1/11/2019,130,2019,1778928
10/11/2019,2019,SA,7,52,9,0,0,54,0,0,0,0,55,28,0,0,0,0,27,39,0,0,0,0,8/11/2019,126,2019,1778928
17/11/2019,2019,SA,15,20,3,0,0,0,0,0,94,0,0,16,0,31,0,0,46,39,0,27,33,0,15/11/2019,137,2019,1778928
24/11/2019,2019,SA,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,28,23,0,0,17,0,22/11/2019,135,2019,1778928
1/12/2019,2019,SA,11,0,4,0,0,0,0,27,0,0,22,0,0,0,0,0,13,26,0,20,0,0,29/11/2019,162,2019,1778928
8/12/2019,2019,SA,10,0,5,0,0,0,0,0,0,0,19,0,0,0,0,0,21,62,0,41,0,0,6/12/2019,160,2019,1778928
15/12/2019,2019,SA,6,0,3,0,0,0,0,31,0,0,20,17,0,0,0,0,33,0,0,0,0,0,13/12/2019,114,2019,1778928
22/12/2019,2019,SA,0,0,2,0,29,0,55,0,36,27,0,0,0,83,0,0,23,29,0,42,0,0,20/12/2019,69,2019,1778928
29/12/2019,2019,SA,11,32,3,0,49,0,0,48,65,18,0,34,0,30,0,0,21,0,0,23,0,0,27/12/2019,64,2019,1778928
5/1/2020,2020,SA,0,0,4,0,0,32,0,28,0,0,0,35,0,0,0,0,23,0,0,38,0,31,3/1/2020,63,2020,1794514
12/1/2020,2020,SA,4,0,6,0,25,0,26,0,0,0,0,0,0,0,0,0,31,0,0,0,12,0,10/1/2020,108,2020,1794514
19/1/2020,2020,SA,4,0,10,0,0,0,0,0,0,0,37,36,0,0,0,0,40,23,0,35,0,0,17/1/2020,85,2020,1794514
26/1/2020,2020,SA,16,17,19,28,47,0,0,0,0,0,0,25,0,0,0,0,43,0,0,25,0,0,24/1/2020,92,2020,1794514
2/2/2020,2020,SA,19,0,20,0,25,28,25,0,0,0,0,0,0,0,0,0,18,25,0,36,0,31,31/1/2020,137,2020,1794514
9/2/2020,2020,SA,30,0,14,0,0,0,0,0,0,0,0,21,0,98,0,40,33,17,0,34,0,0,7/2/2020,158,2020,1794514
16/2/2020,2020,SA,23,0,11,0,0,0,14,0,0,0,0,0,0,48,0,0,63,22,0,55,0,0,14/2/2020,127,2020,1794514
23/2/2020,2020,SA,27,0,22,0,0,0,0,0,0,0,42,0,0,27,0,0,45,15,0,67,0,0,21/2/2020,116,2020,1794514
1/3/2020,2020,SA,62,0,45,0,63,0,16,46,36,0,0,39,0,0,0,0,54,0,0,27,0,0,28/2/2020,95,2020,1794514
8/3/2020,2020,SA,51,43,67,0,0,19,0,29,0,0,35,0,0,0,0,0,100,46,0,22,24,0,6/3/2020,126,2020,1794514
15/3/2020,2020,SA,63,34,100,29,43,0,0,0,0,0,19,98,0,22,0,0,91,32,0,0,0,26,13/3/2020,157,2020,1794514
22/3/2020,2020,SA,50,0,79,18,0,0,26,0,25,0,16,100,0,32,0,0,78,24,0,64,0,0,20/3/2020,111,2020,1794514
29/3/2020,2020,SA,52,0,97,50,0,0,15,0,0,0,20,24,0,50,0,20,67,48,0,14,0,31,27/3/2020,57,2020,1794514
5/4/2020,2020,SA,49,0,80,22,27,0,0,0,45,23,0,0,28,0,0,0,70,45,0,23,0,0,3/4/2020,11,2020,1794514
12/4/2020,2020,SA,33,0,66,0,23,0,25,0,37,0,35,0,0,0,0,0,40,18,0,52,12,25,10/4/2020,2,2020,1794514
19/4/2020,2020,SA,22,0,54,0,15,17,0,76,57,21,0,0,17,0,0,0,34,20,0,26,0,0,17/4/2020,5,2020,1794514
26/4/2020,2020,SA,19,0,43,0,0,0,10,0,0,0,0,0,0,0,0,0,20,19,0,0,31,0,24/4/2020,12,2020,1794514
3/5/2020,2020,SA,11,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,29,16,0,16,13,0,1/5/2020,12,2020,1794514
10/5/2020,2020,SA,23,0,32,39,22,0,20,0,0,41,0,0,0,0,0,34,34,0,0,0,0,0,8/5/2020,12,2020,1794514
17/5/2020,2020,SA,30,26,17,0,0,14,0,0,0,0,0,37,0,26,0,90,28,21,0,16,0,0,15/5/2020,9,2020,1794514
24/5/2020,2020,SA,13,37,18,0,0,20,0,27,0,0,0,0,0,0,0,0,25,45,0,0,0,44,22/5/2020,6,2020,1794514
31/5/2020,2020,SA,14,0,17,0,0,29,0,21,0,12,0,0,0,0,0,0,20,0,0,20,0,0,29/5/2020,4,2020,1794514
7/6/2020,2020,SA,14,0,12,0,0,0,0,0,0,0,0,27,0,0,0,0,15,25,0,0,0,0,5/6/2020,11,2020,1794514
14/6/2020,2020,SA,8,18,10,0,0,0,0,38,0,13,18,0,0,0,0,0,26,14,0,0,0,0,12/6/2020,2,2020,1794514
21/6/2020,2020,SA,11,0,16,0,0,38,0,0,0,34,0,0,0,0,0,0,14,26,0,0,30,0,19/6/2020,3,2020,1794514
28/6/2020,2020,SA,11,0,18,0,100,0,0,0,0,0,27,30,27,0,0,0,14,0,0,22,0,0,26/6/2020,1,2020,1794514
5/7/2020,2020,SA,6,0,16,21,0,0,0,0,36,0,17,0,60,0,0,0,40,26,0,0,0,21,3/7/2020,7,2020,1794514
12/7/2020,2020,SA,22,16,15,0,0,0,0,0,0,0,17,36,57,0,0,0,30,36,0,26,0,0,10/7/2020,5,2020,1794514
19/7/2020,2020,SA,23,24,15,0,0,46,0,0,0,0,0,0,84,0,0,22,20,18,0,38,0,0,17/7/2020,4,2020,1794514
26/7/2020,2020,SA,5,0,15,0,0,21,0,0,0,100,0,0,0,0,0,0,20,0,0,28,0,0,24/7/2020,2,2020,1794514
2/8/2020,2020,SA,4,49,22,0,0,0,12,33,88,0,0,0,0,0,0,0,16,12,0,19,34,0,,,,
9/8/2020,2020,SA,13,0,17,23,0,0,100,0,36,0,0,44,0,0,0,0,28,15,0,0,0,0,,,,
16/8/2020,2020,SA,17,0,15,26,26,0,0,0,53,14,22,0,0,0,0,0,26,18,0,0,0,0,,,,
23/8/2020,2020,SA,7,0,10,0,0,79,27,27,0,0,0,16,0,0,0,0,49,41,0,29,20,0,21/8/2020,1,2020,1794514
30/8/2020,2020,SA,7,0,12,0,50,0,0,49,0,19,0,0,0,0,0,0,16,36,0,0,0,0,28/8/2020,2,2020,1794514
6/9/2020,2020,SA,4,0,9,0,0,0,25,0,0,17,0,17,0,0,0,0,15,29,0,0,0,0,,,,
13/9/2020,2020,SA,16,0,9,0,0,0,0,0,0,28,24,28,0,0,0,27,15,0,0,0,0,0,,,,
20/9/2020,2020,SA,0,0,8,0,20,0,0,0,36,0,40,0,0,0,0,0,28,35,0,0,27,0,,,,
27/9/2020,2020,SA,10,25,8,98,0,0,0,0,0,14,0,0,46,0,0,0,0,0,0,70,0,0,,,,
4/10/2020,2020,SA,0,0,9,0,0,0,0,0,0,0,23,0,0,0,0,0,32,35,0,75,0,0,2/10/2020,2,2020,1794514
11/10/2020,2020,SA,8,0,8,0,39,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,,,,
18/10/2020,2020,SA,0,0,7,0,0,0,0,30,48,0,0,0,0,0,0,0,19,26,0,0,21,0,16/10/2020,1,2020,1794514
25/10/2020,2020,SA,6,0,10,24,0,0,0,0,0,14,20,29,0,0,0,38,44,47,0,0,0,0,,,,
1/11/2020,2020,SA,0,0,8,33,0,0,0,0,0,0,0,20,0,0,0,0,34,78,0,23,100,0,,,,
8/11/2020,2020,SA,0,17,7,0,20,40,0,0,0,0,0,21,0,0,0,28,11,22,0,61,0,0,,,,
15/11/2020,2020,SA,0,0,11,75,0,0,0,0,0,0,0,32,0,0,0,0,16,24,0,44,0,26,13/11/2020,2,2020,1794514
22/11/2020,2020,SA,11,0,9,71,0,0,0,0,0,0,0,37,0,0,0,28,26,0,0,0,0,30,,,,
29/11/2020,2020,SA,0,0,12,0,0,0,28,0,0,0,21,0,0,0,0,0,7,16,0,0,0,0,27/11/2020,1,2020,1794514
6/12/2020,2020,SA,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,40,0,0,,,,
13/12/2020,2020,SA,7,0,4,0,29,0,0,0,0,0,0,33,0,80,0,0,36,19,0,0,0,66,,,,
20/12/2020,2020,SA,0,0,8,39,0,20,0,0,59,23,0,18,0,0,0,0,12,0,0,0,0,0,18/12/2020,1,2020,1794514
27/12/2020,2020,SA,0,0,11,0,0,57,0,0,0,0,0,0,0,0,0,0,16,0,0,21,0,0,25/12/2020,2,2020,1794514
3/1/2021,2021,SA,0,24,9,20,16,0,0,0,0,0,0,0,0,0,0,27,18,0,0,37,14,23,1/1/2021,1,2021,1805749
10/1/2021,2021,SA,13,0,8,0,0,0,0,0,0,15,0,0,0,0,0,0,7,19,0,0,0,25,,,,
17/1/2021,2021,SA,7,0,8,0,0,0,18,0,0,0,28,0,0,0,0,0,23,67,0,31,0,0,,,,
24/1/2021,2021,SA,0,0,5,0,0,0,17,0,0,0,0,0,20,0,0,0,12,50,0,0,0,0,22/1/2021,1,2021,1805749
31/1/2021,2021,SA,5,0,6,25,0,0,0,0,0,0,0,0,23,49,0,24,15,0,0,0,0,0,29/1/2021,1,2021,1805749
7/2/2021,2021,SA,9,0,11,0,0,0,0,0,0,0,0,19,0,0,0,0,29,24,0,40,0,0,5/2/2021,1,2021,1805749
14/2/2021,2021,SA,0,0,5,0,0,0,30,0,0,0,0,18,0,0,0,41,20,0,0,49,0,0,,,,
21/2/2021,2021,SA,0,19,9,0,0,0,0,0,0,0,0,22,59,0,0,24,20,32,0,58,0,0,,,,
28/2/2021,2021,SA,6,0,10,0,0,0,0,0,0,14,0,59,0,0,0,0,26,0,0,64,0,0,,,,
7/3/2021,2021,SA,0,0,10,0,0,0,14,0,0,66,0,0,0,0,0,0,24,0,0,0,57,0,5/3/2021,2,2021,1805749
14/3/2021,2021,SA,8,0,14,34,0,0,0,0,55,0,32,0,0,0,0,0,11,12,0,28,0,36,12/3/2021,1,2021,1805749
21/3/2021,2021,SA,8,0,16,0,19,0,0,0,0,0,40,0,0,0,0,0,7,0,0,0,0,0,19/3/2021,1,2021,1805749
28/3/2021,2021,SA,10,27,15,47,21,0,0,0,0,54,0,0,0,35,0,0,15,35,0,25,0,0,26/3/2021,1,2021,1805749
4/4/2021,2021,SA,0,0,20,0,18,0,0,0,0,0,0,22,0,0,0,95,24,37,0,0,0,0,,,,
11/4/2021,2021,SA,13,0,21,0,0,0,0,0,0,0,82,0,0,0,0,0,7,17,0,72,0,0,9/4/2021,2,2021,1805749
18/4/2021,2021,SA,5,0,21,0,0,0,0,32,0,0,0,45,0,0,0,33,20,58,0,24,0,0,,,,
25/4/2021,2021,SA,16,0,18,0,0,0,14,42,0,0,0,24,28,0,0,0,37,15,0,0,0,0,,,,
2/5/2021,2021,SA,8,0,26,0,0,0,0,0,33,31,0,19,33,0,0,0,24,13,0,0,0,0,,,,
9/5/2021,2021,SA,6,18,18,0,25,20,0,0,95,0,25,24,0,0,0,0,37,16,0,0,0,0,,,,
16/5/2021,2021,SA,5,0,27,0,0,0,0,0,0,31,0,0,0,0,0,0,33,34,0,21,0,0,,,,
23/5/2021,2021,SA,11,25,21,34,0,0,0,0,0,0,0,0,37,0,0,0,30,18,0,81,0,31,21/5/2021,1,2021,1805749
30/5/2021,2021,SA,12,0,29,39,0,29,11,0,0,0,0,29,0,0,0,0,44,47,0,17,0,0,28/5/2021,3,2021,1805749
6/6/2021,2021,SA,0,22,20,0,48,0,0,0,0,14,0,39,0,22,0,0,36,27,0,28,0,0,,,,
13/6/2021,2021,SA,5,0,14,30,0,0,0,0,0,26,22,16,0,0,0,0,30,28,0,48,14,0,,,,
20/6/2021,2021,SA,9,0,16,40,30,0,0,0,0,18,21,0,0,0,0,0,35,53,0,0,0,0,,,,
27/6/2021,2021,SA,0,47,19,0,0,0,0,0,0,17,0,0,0,0,0,93,16,54,0,0,0,0,,,,
4/7/2021,2021,SA,0,0,17,72,0,0,0,0,51,21,29,0,0,0,0,0,49,18,0,0,0,47,2/7/2021,1,2021,1805749
11/7/2021,2021,SA,12,28,14,61,0,0,0,0,0,13,0,0,0,0,0,0,21,67,0,0,20,0,,,,
18/7/2021,2021,SA,16,0,20,88,0,0,0,0,0,19,18,52,0,0,0,0,12,52,0,16,0,0,,,,
25/7/2021,2021,SA,13,44,17,30,16,0,0,0,0,0,36,0,0,0,0,0,30,99,0,0,0,21,,,,
1/8/2021,2021,SA,10,33,19,45,0,0,0,0,64,0,0,0,0,0,0,39,11,34,0,44,0,0,,,,
8/8/2021,2021,SA,21,0,15,67,17,0,14,32,0,0,37,0,0,0,0,0,26,49,0,56,0,54,6/8/2021,2,2021,1805749
15/8/2021,2021,SA,17,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,0,0,0,26,,,,
22/8/2021,2021,SA,15,22,11,0,0,0,0,0,0,0,100,0,0,0,0,0,31,0,0,27,0,0,,,,
29/8/2021,2021,SA,7,0,12,0,0,0,0,0,56,16,22,0,0,0,0,0,14,36,0,31,0,0,27/8/2021,2,2021,1805749
5/9/2021,2021,SA,12,0,10,48,21,0,0,0,0,55,0,19,26,0,0,0,48,60,0,0,18,0,3/9/2021,1,2021,1805749
12/9/2021,2021,SA,0,0,13,33,0,0,0,0,0,21,19,0,0,0,0,0,25,0,0,28,0,0,10/9/2021,3,2021,1805749
19/9/2021,2021,SA,19,39,11,0,0,0,12,0,0,21,24,22,38,0,0,0,12,19,0,31,14,0,,,,
26/9/2021,2021,SA,8,0,9,0,0,0,0,0,0,20,0,40,0,0,0,0,19,24,0,0,0,43,,,,
3/10/2021,2021,SA,16,0,13,0,0,0,0,0,0,48,53,0,0,0,0,0,30,30,0,0,0,0,1/10/2021,2,2021,1805749
10/10/2021,2021,SA,12,0,9,0,0,0,0,0,0,0,0,0,0,29,0,0,48,0,0,34,0,0,,,,
17/10/2021,2021,SA,0,0,10,0,0,36,0,0,0,0,20,0,0,62,0,0,32,19,0,0,0,0,15/10/2021,2,2021,1805749
24/10/2021,2021,SA,11,0,11,22,0,0,0,26,0,0,0,0,0,23,0,0,22,0,0,38,0,0,,,,
31/10/2021,2021,SA,0,0,8,0,24,28,0,0,0,14,27,0,0,0,0,0,18,54,0,26,0,0,,,,
7/11/2021,2021,SA,24,0,11,0,33,28,0,0,0,0,0,0,0,0,0,30,22,40,0,0,0,0,5/11/2021,2,2021,1805749
14/11/2021,2021,SA,14,19,7,0,86,0,0,0,0,0,18,40,0,32,0,23,46,35,0,0,0,0,12/11/2021,3,2021,1805749
21/11/2021,2021,SA,9,26,9,0,0,0,18,0,0,0,19,15,0,0,0,0,23,0,0,100,16,0,19/11/2021,3,2021,1805749
28/11/2021,2021,SA,0,0,9,0,0,0,0,0,0,20,0,0,0,59,0,0,33,18,0,0,15,0,,,,
5/12/2021,2021,SA,6,0,10,22,0,0,0,0,0,0,31,38,24,0,0,0,24,0,0,17,0,26,,,,
12/12/2021,2021,SA,0,0,7,0,0,0,35,0,0,0,22,0,0,30,0,0,0,0,0,21,15,38,,,,
19/12/2021,2021,SA,0,21,12,25,22,0,0,32,34,0,21,42,0,44,0,0,20,0,0,0,0,0,,,,
26/12/2021,2021,SA,9,0,23,0,0,46,0,0,58,0,0,14,48,0,0,0,26,0,0,0,0,0,24/12/2021,1,2021,1805749
2/1/2022,2022,SA,19,0,19,0,0,0,0,0,0,0,0,26,0,0,0,0,27,20,0,0,0,0,31/12/2021,2,2021,1805749
9/1/2022,2022,SA,0,0,12,0,0,0,0,28,0,42,31,0,0,0,0,0,23,18,0,38,0,0,,,,
16/1/2022,2022,SA,10,0,16,0,0,0,0,0,0,0,23,16,0,0,0,0,27,27,0,18,19,0,,,,
23/1/2022,2022,SA,8,21,10,0,0,0,0,25,0,13,0,25,34,0,0,0,26,13,0,0,0,0,,,,
30/1/2022,2022,SA,19,0,7,0,0,0,0,33,0,0,0,0,25,0,0,0,43,51,0,0,0,0,,,,
6/2/2022,2022,SA,7,0,9,0,0,0,0,0,0,0,19,0,0,85,0,0,37,0,0,0,0,0,,,,
